No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36372,서비스사용종료시각,SVC_USE_END_TM,VARCHAR2,6,,이체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36373,서비스사용종료일자,SVC_USE_END_DT,VARCHAR2,8,,이체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36374,서비스상세메시지내용,SVC_DTL_MSG_CONE,VARCHAR2,2000,,메시지내용에 대해 상세하게 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36375,서비스수행전문처리결과코드,SVC_FLFLL_TGR_PRC_RLT_C,VARCHAR2,4,,서비스 수행 결과코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36376,서비스시작일자,SVC_STT_DT,VARCHAR2,8,,서비스의 시작 일자 yyyymmdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36377,서비스신청시각,SVC_RQS_TM,VARCHAR2,6,,서비스 신청 시각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36378,서비스신청일자,SVC_RQS_DT,VARCHAR2,8,,서비스 신청일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36379,서비스오류메시지내용,SVC_ERR_MSG_CONE,VARCHAR2,500,,오류 메시지 코드에 대한 오류 상세 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36380,서비스오류조치내용,SVC_ERR_MERS_CONE,VARCHAR2,2000,,에러에 대한 조치 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36381,서비스요청일자,SVC_REQ_DT,VARCHAR2,8,,서비스를 요청한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36382,서비스유효기간종료일자,SVC_AVL_TRM_END_DT,VARCHAR2,8,,등록한 서비스의 유효기간이 종료되는 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36383,서비스이용관련업무장애여부,SVC_TUZ_CNCD_BZ_OBS_YN,VARCHAR2,1,,서비스 이용관련 업무 장애여부를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36384,서비스이체가능여부,SVC_TFR_PSB_YN,VARCHAR2,1,,제휴카드 서비스 이체 가능 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36385,서비스일련번호,SVC_SNO,NUMBER,9,,서비스에 대한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36386,서비스적용여부,SVC_ALY_YN,VARCHAR2,1,,상품서비스별 대상 가맹점 적용 예외구분코드(서비스적용대상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36387,서비스정상처리건수,SVC_NML_PRC_CNT,NUMBER,10,,마이데이터사업자별 서비스 처리현황 파일 생성 건수를 표현 한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36388,서비스제공가능여부,SVC_OFR_PSB_YN,VARCHAR2,1,,제휴카드 서비스제공에 대한 처리 가능 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36389,서비스제공일자,SVC_OFR_DT,VARCHAR2,8,,대고객 서비스를 제공한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36390,서비스종료일자,SVC_END_DT,VARCHAR2,8,,서비스를 종료한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36391,서비스주식별자내용,SVC_PK_CONE,VARCHAR2,300,,공공데이터 오픈API 서비스 URL 의 Request 별로 부여된 Service Key에 대한 정보임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36392,서비스지역국가선택내용,SVC_ARE_NTN_CHC_CONE,VARCHAR2,300,,고객/거래상대방의 서비스 를 제공하는 국가에 대한 선택 내용이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36393,서비스해제경로코드,SVC_RLS_PTH_C,VARCHAR2,2,,서비스 해제 거래가 발생한 경로를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36394,서비스해지시각,SVC_CCC_TM,VARCHAR2,6,,서비스를 해지한 시각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36395,서비스해지일자,SVC_CCC_DT,VARCHAR2,8,,서비스의 해지 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36396,서비스후처리호출모듈명,SVC_AF_PRC_CALL_MDUL_NM,VARCHAR2,100,,온라인 서비스 후처리부에서 호출하는 모듈명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36397,서식EID,FOA_EID,VARCHAR2,16,,서식파일에 대한 EID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36398,서식ID,FOA_ID,VARCHAR2,5,,서식관리시스템에서 사용하는 ID로 서식을 구분하는 고유ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399,서식간소화여부,FOA_SMPL_YN,VARCHAR2,1,,온렌딩대출의 심사요청서 및 승인신청서에 대한 서식 간소화여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36400,서식개정일자,FOA_RENG_DT,VARCHAR2,8,,서식을 제정 또는 개정한 날짜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36401,서식경로명,FOA_PTH_NM,VARCHAR2,1000,,서식파일이 있는 경로명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36402,서식구분코드,FOA_TC,VARCHAR2,2,,서식구분코드 01 : 상품설명서 02 : 상품약관 03 : 규약(펀드) 04 : 투자설명서(펀드) 05 : 간이투자설명서(펀드) 06 : 운용보고서(펀드) 07 : 상품리플렛(펀드) 08 : 감사보고서(펀드),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36403,서식그룹ID,FOA_GRP_ID,VARCHAR2,10,,서식그룹유형에 대한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36404,서식그룹명,FOA_GRP_NM,VARCHAR2,100,,서식그룹에 대한 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36405,서식그룹번호,FOA_GRP_NO,VARCHAR2,3,,서식을 그룹으로 묶기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36406,서식그룹유형코드,FOA_GRP_TP_C,VARCHAR2,2,,등록하는 서식그룹에 대한 유형값 - 10:화면iD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36407,서식매수,FOA_NOSH,NUMBER,3,,서식의 총 장수(페이지 수와는 다름),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36408,서식명,FOA_NM,VARCHAR2,200,,서식에 대한 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36409,서식버전번호,FOA_VRS_NO,VARCHAR2,2,,문서를 등록할 때 해당서식의 버전번호를 나타냄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36410,서식버전소수일련번호,FOA_VRS_DECI_SNO,NUMBER,4,,IT서식단독개정에 대한 버전번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36411,서식버전유형코드,FOA_VRS_TP_C,VARCHAR2,1,,서식버전 유형에 대한 코드값 : W-Working(작업중),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412,서식버전일련번호,FOA_VRS_SNO,NUMBER,4,,서식버전에 대한 번호(정수),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36413,서식별명,FOA_ALS,VARCHAR2,100,,서식의 별명 -  서식 제8호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36414,서식분류기호명,FOA_CLSF_SYM_NM,VARCHAR2,10,,서식분류기호 명칭 (1-2-33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36415,서식분류깊이,FOA_CLSF_DEP,NUMBER,3,,서식분류에 대한 Depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36416,서식분류명,FOA_CLSF_NM,VARCHAR2,100,,서식분류에 대한 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36417,서식분류일련번호,FOA_CLSF_SNO,NUMBER,9,,서식분류에 대한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36418,서식분류코드,FOA_CLSF_C,VARCHAR2,2,,서식분류코드 (서식중분류),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36419,서식분류코드일련번호,FOA_CLSF_C_SNO,NUMBER,4,,서식분류코드에 대한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36420,서식상세상위코드,FOA_DTL_HRK_C,VARCHAR2,2,,서식의 유형에 따른 서식상세 상위코드(상위01+하위0101:대출신청,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36421,서식상세하위코드,FOA_DTL_LRK_C,VARCHAR2,4,,서식의 유형에 따른 서식상세 상위코드(상위01+하위0101:대출신청,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36422,서식상위분류코드,FOA_HRK_CLSF_C,VARCHAR2,2,,서식상위분류코드 (서식대분류),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36423,서식상위코드,FOA_HRK_C,VARCHAR2,9,,서식의 유형에 따른 상위코드(상위IHIH10001+하위01:대출서식코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36424,서식상태구분코드,FOA_STS_TC,VARCHAR2,2,,여신 신청서 각각의 서식의 상태을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36425,서식시행일자,FOA_ENF_DT,VARCHAR2,8,,서식을 시행하는 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36426,서식업무분류일련번호,FOA_BZ_CLSF_SNO,NUMBER,4,,서식별 업무분류 관계에 대한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36427,서식유형명,FOA_TP_NM,VARCHAR2,100,,은행 거래서식 이름 ex) 차입신청서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36428,서식유형코드,FOA_TP_C,VARCHAR2,2,,서식에 대한 유형 코드 10: 서식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36429,서식일련번호,FOA_SNO,NUMBER,9,,상품의 거래시 제공되거나 고객동의가 필요한 서식에 대하여 부여된 식별번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36430,서식작성안내EID,FOA_DWU_GDC_EID,VARCHAR2,16,,서식 견양 파일 EID 값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36431,서식작성안내파일명,FOA_DWU_GDC_FL_NM,VARCHAR2,200,,서식 견양 파일명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36432,서식적용일자,FOA_ALY_DT,VARCHAR2,8,,해당 서식이 적용된 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36433,서식진행상태코드,FOA_PRG_STS_C,VARCHAR2,2,,서식관리 절차에 대한 진행상태 코드값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36434,서식파일매핑ID,FOA_FL_MPN_ID,VARCHAR2,36,,서식자료의 첨부파일 매핑 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36435,서식파일명,FOA_FL_NM,VARCHAR2,200,,서식파일에 대한 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36436,서식파일문서키번호,FOA_FL_DKEY_NO,VARCHAR2,18,,서식 문서를 관리하기 위한 문서키번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36437,서식파일유형코드,FOA_FL_TP_C,VARCHAR2,2,,서식파일에 대한 유형 코드값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438,서식파일일련번호,FOA_FL_SNO,NUMBER,9,,서식파일에 대한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36439,서식페이지수,FOA_PAG_NBR,NUMBER,4,,서식의 페이지 수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440,서식폐기일자,FOA_DUS_DT,VARCHAR2,8,,서식을 더 이상 사용하지 않아서 폐기하는 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36441,서식하위수정일련번호,FOA_LRK_AMN_SNO,NUMBER,9,,서식하위일련번호의 하위개념으로 서식 이력별 수정에 따른 수정이력일련번호로써,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36442,서식하위일련번호,FOA_LRK_SNO,NUMBER,9,,서식일련번호의 하위개념으로 서식변경에 따른 서식일련번호는 최초번호 그대로 남아있고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36443,서식하위코드,FOA_LRK_C,VARCHAR2,2,,서식의 유형에 따른 하위코드(상위IHIH10001+하위01:대출서식코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36444,서약문서등록일자,VOW_DOC_ENR_DT,VARCHAR2,8,,서약서 등록일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36445,서약일자,VOW_DT,VARCHAR2,8,,[서약_일자] : 신청서의 서약 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36446,서약조건명,VOW_CND_NM,VARCHAR2,100,,재무서약 조건명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36447,서약항목명,VOW_ITM_NM,VARCHAR2,100,,재무서약 항목명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36448,서울보증보험감액건수,SGI_REAT_CNT,NUMBER,10,,서울보증보험에 등록된 감액건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36449,서울보증보험감액보험료,SGI_REAT_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 감액보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36450,서울보증보험구보험증권번호,SGI_OD_ISR_NOS,VARCHAR2,20,,서울보증보험 MCI 갱신건일 경우 구 보험증권번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36451,서울보증보험배서일련번호,SGI_EDR_SNO,NUMBER,9,,계약변경시 부여하는 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"복잡한 상품 가입의뢰시 발생되는 배서번호""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36452,서울보증보험보증기간연장건수,SGI_GRT_TRM_XTS_CNT,NUMBER,10,,서울보증보험에 등록된 보증기간 연장한 건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36453,서울보증보험보증기간연장보험료,SGI_GRT_TRM_XTS_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보증기간 연장 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454,서울보증보험보험료,SGI_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36455,서울보증보험상환기준번호,SGI_REPA_BSE_NO,VARCHAR2,1,,서울보증보험에서 관리하는 상환단위 기준번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36456,서울보증보험신규건수,SGI_NW_CNT,NUMBER,10,,서울보증보험에 등록된 신규 보험계약 건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36457,서울보증보험업무코드,SGI_BZ_C,VARCHAR2,6,,서울보증보험에서 사용하는 업무코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36458,서울보증보험용도내용,SGI_USG_CONE,VARCHAR2,40,,서울보증보험에서 관리하는 용도 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36459,서울보증보험정정배서추가건수,SGI_COR_EDR_APN_CNT,NUMBER,10,,서울보증보험에 등록된 보험변경에 따른 정정배서 추가 건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36460,서울보증보험정정배서추가보험료,SGI_COR_EDR_APN_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보험변경에 따른 정정배서 추가보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36461,서울보증보험정정배서환급건수,SGI_COR_EDR_REF_CNT,NUMBER,10,,서울보증보험에 등록된 보험변경에 따른 정정배서 환급 건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462,서울보증보험정정배서환급보험료,SGI_COR_EDR_REF_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보험변경에 따른 정정배서 환급 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36463,서울보증보험중도계약변경건수,SGI_MDW_CTT_CHG_CNT,NUMBER,10,,서울보증보험에 등록된 중도계약변경 건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36464,서울보증보험중도계약변경보험료,SGI_MDW_CTT_CHG_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 중도계약변경 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36465,서울보증보험증권발급해지건수,SGI_SCRS_ISN_CCC_CNT,NUMBER,10,,서울보증보험이 발급한 보증서에 대한 해지 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36466,서울보증보험증권발급해지보험료,SGI_SCRS_ISN_CCC_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보험증권 발급해지 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36467,서울보증보험증권번호,SGI_NOS,VARCHAR2,20,,서울보증보험에서 신규 계약성립시 발행하는 계약번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36468,서울보증보험해지건수,SGI_CCC_CNT,NUMBER,10,,서울보증보험에 등록된 보험 해지건수 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36469,서울보증보험해지보험료,SGI_CCC_ISR_FE,NUMBER,18,3,서울보증보험에 등록된 보험해지건에 대한 보험료 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36470,서울시거래번호,SUL_TRNO,VARCHAR2,13,,서울시 지방세 및 상하수도 요금 납부를 위한 승인받은 거래번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36471,서울시과세키번호,SUL_TAXK_NO,VARCHAR2,30,,서울시지방세 고지서상의 과세키 값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36472,서울시구금고수입구분코드,SUL_BOOFSABX_IMP_TC,VARCHAR2,2,,서울시/구 공금 수납업무에서 수입을 구분하기위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36473,서울시수기수납구청코드,SUL_HWT_RCP_BOOF_C,VARCHAR2,2,,서울시 수기수납업무에서 사용하는 구청을 구분하기위한 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36474,서울시수기수납기타세목명,SUL_HWT_RCP_ETC_DECD_NM,VARCHAR2,100,,서울시수기수납시 세목코드 '기타'일 경우 추가되는 명칭으로 단말 혹은 기타 출력 매체 및 출력물에서 사용자가 인지할 수 있도록 하는 한글명칭이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36475,서울시수기수납발행기관명,SUL_HWT_RCP_PUB_IST_NM,VARCHAR2,100,,서울시 수기수납업무에 지로를 발행한 기관명이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36476,서울시수기수납발행기관분류코드,SUL_HWT_RCP_PUB_IST_CLSF_C,VARCHAR2,2,,서울시 수기수납 업무에서 사용하는 발행기관을 분류하기위한 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36477,서울시수기수납발행기관코드,SUL_HWT_RCP_PUB_IST_C,VARCHAR2,4,,서울시수기수납업무에서 세금을 발행한 기관을 분류하기위한 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478,서울시수기수납세목명,SUL_HWT_RCP_DECD_NM,VARCHAR2,100,,서울시수기수납시 세목코드에 대한 한글 명칭이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36479,서울시수기수납세목코드,SUL_HWT_RCP_DECD_C,VARCHAR2,4,,서울시수기수납업무에서 사용되는 세목을 나타내기위한 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36480,서울시응답코드,SUL_RPD_C,VARCHAR2,4,,서울시의 응답코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36481,서화가로길이,PCW_WTH_LEN,NUMBER,10,,서화의 가로 길이(cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36482,서화관리번호,PCW_MNG_NO,VARCHAR2,5,,서화를 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36483,서화글로벌첨부파일ID,PCW_GBL_APG_FL_ID,VARCHAR2,17,,글로벌 고정자산에 대한 예술품 정보 중 서화 이미지 첨부파일ID를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36484,서화변동승인거절사유설명,PCW_FLX_APV_RJT_RSN_DES,VARCHAR2,1000,,서화변동 신청에 대한 거절 사유에 대한 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36485,서화변동승인여부,PCW_FLX_APV_YN,VARCHAR2,1,,서화변동 신청에 대한 승인 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36486,서화변동승인일자,PCW_FLX_APV_DT,VARCHAR2,8,,서화의 변동사항 승인일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36487,서화변동승인자사원번호,PCW_FLX_AVPR_ENO,VARCHAR2,32,,서화변동 신청을 승인한 사원번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36488,서화비고내용,PCW_RMK_CONE,VARCHAR2,300,,서화 기본정보의 추가 비고내용을 나타낸다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36489,서화비고일련번호,PCW_RMK_SNO,NUMBER,9,,서화 기본정보의 추가 일련번호를 나타낸다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36490,서화세로길이,PCW_HGT_LEN,NUMBER,10,,서화의 세로 길이(cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36491,서화이미지문서키번호,PCW_IMG_DKEY_NO,VARCHAR2,18,,서화 이미지를 저장한 문서키의번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36492,서화이미지파일명,PCW_IMG_FL_NM,VARCHAR2,100,,글로벌 고정자산에 대한 예술품 정보 중 서화 이미지 파일명을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36493,서화작품설명,PCW_PWK_DES,VARCHAR2,4000,,예술작품의 설명을 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36494,서화장부금액,PCW_ABK_AMT,NUMBER,18,3,서화에 대한 장부 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36495,서화재평가금액,PCW_RASS_AMT,NUMBER,18,3,예술품에 대하여 재평가 후의 감정금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36496,서화재평가사유설명,PCW_RASS_RSN_DES,VARCHAR2,2000,,예술품에 대하여 재평가를 실시하는 이유를 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36497,서화제작연도,PCW_MK_YY,VARCHAR2,4,,예술품을 제작한 연도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36498,서화크기,PCW_SZ,NUMBER,3,,서화의 크기(호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36499,서화평가방법코드,PCW_EVL_MANR_C,VARCHAR2,2,,서화에 대한 감정평가 방법 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36500,석유화학기업예외처리여부,PREM_CHEM_EPR_XCP_PRC_YN,VARCHAR2,1,,석유 나 화학 관련 기업에 대해  예외처리를 위한 여부를 관리한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36501,선결제계정구분코드,PSTM_ATS_TC,VARCHAR2,2,,이 코드는 선결제계정구분코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36502,선결제구분코드,PSTM_TC,VARCHAR2,2,,이 코드는 선결제구분코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
